-1,title,authors,language,categories,averageRating,maturityRating,publisher,publishedDate,pageCount
711,Agricultural Appropriation Bill for 1933- Hearings Before ... 72-1- on H.R. 7912,['United States. Congress. Senate. Appropriations Committee'],en,na,0,NOT_MATURE,na,1932,229
712,The Chemist,na,en,na,0,NOT_MATURE,na,1945,0
713,Poultry Tribune,na,en,Poultry,0,NOT_MATURE,na,1961,0
714,Report of the Auditor of the State of South Dakota- for the Fiscal Year Ending ...,South Dakota. Auditor's Office,en,Finance,0,NOT_MATURE,na,1929,0
715,Proceedings of the 8th Pacific Science Congress of the Pacific Science Association Held at the University of the Philippines- Diliman- Quezon City- 16th to 28th November 1953,na,en,Pacific Area,0,NOT_MATURE,na,1954,0
716,Poultry Success,na,en,Poultry,0,NOT_MATURE,na,1923,0
717,Cumulated Index Medicus,na,en,Medicine,0,NOT_MATURE,na,1989,0
718,American Poultry Journal,na,en,Poultry,0,NOT_MATURE,na,1922,0
719,Poultry Processing and Marketing,na,en,Eggs,0,NOT_MATURE,na,1962,0
720,American Poultry Advocate,na,en,Poultry,0,NOT_MATURE,na,1914,0
721,Governor's Budget,['California. Governor'],en,Budget,0,NOT_MATURE,na,1964,0
722,Budget Submitted to the California Legislature,['California. Governor'],en,Budget,0,NOT_MATURE,na,1964,0
723,Extension Echoes,na,en,na,0,NOT_MATURE,na,1940,0
724,Albany City Directory,na,en,Albany (N.Y.),0,NOT_MATURE,na,1922,0
725,Canadian Poultry Review,na,en,Canada,0,NOT_MATURE,na,1954,0
726,Institute Of Biblical Studies The Book Of Genesis,['Terry Puett'],en,na,0,NOT_MATURE,Lulu.com,1983-01-01,0
727,International Monetary Fund Annual Report 2007,['International Monetary Fund'],en,Business & Economics,0,NOT_MATURE,International Monetary Fund,2007-10-10,54
731,The Ways of Men (Arabic Edition),['Eliot Gregory'],en,na,0,NOT_MATURE,Createspace Independent Publishing Platform,2016-06-29,178
732,مقامات الحريري - [اصفر],['الحريري'],en,Arabic literature,0,NOT_MATURE,na,2008,568
733,Tales and Fantasies (Arabic Edition),['Robert Stevenson'],en,na,0,NOT_MATURE,Createspace Independent Publishing Platform,2016-07-19,128
734,Genetics of Psychological Well-Being,['Michael Pluess'],en,Psychology,0,NOT_MATURE,OUP Oxford,2015-06-18,296
735,Encyclopedia of Genetics,['Eric C.R. Reeve'],en,Reference,0,NOT_MATURE,Routledge,2014-01-14,972
736,Compendium of Problems in Genetics,['John Kuspira'- 'Ramesh Bhambhani'],en,Science,0,NOT_MATURE,William C Brown Pub,1994,362
737,Studies in the Genetics of Drosophila,['John Thomas Patterson'],en,Drosophila,0,NOT_MATURE,na,1952,0
738,Bioethical and Evolutionary Approaches to Medicine and the Law,['W. Noel Keyes'],en,Medical,0,NOT_MATURE,American Bar Association,2007,1174
739,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2008-12-24,320
740,Cardiovascular Genetics and Genomics in Clinical Practice,['Donna K. Arnett- PhD'- 'Sanjiv J. Shah- MD'],en,Medical,0,NOT_MATURE,Demos Medical Publishing,2014-11-10,246
741,American Men and Women of Science,na,en,Medical research personnel,0,NOT_MATURE,na,1977-01-01,1720
742,Reproductive Genetics- Gender and the Body,['Elizabeth Ettorre'],en,Medical,0,NOT_MATURE,Routledge,2013-04-15,168
743,Molecular Genetics of Sex Determination,['Stephen S. Wachtel'],en,Medical,0,NOT_MATURE,na,1994,518
744,Bibliography of North American Geology- 1933 and 1934,['Emma Mertins Thom'],en,Geology,0,NOT_MATURE,na,1935,389
745,Contributions to Economic Geology (short Papers and Preliminary Reports- 1925,['Gerald Francis Loughlin'],en,Antimony,0,NOT_MATURE,na,1926,167
746,Bulletin,na,en,Geology,0,NOT_MATURE,na,1927,0
747,Invisible Master,['Leo Lyon Zagami'],en,Body- Mind & Spirit,0,NOT_MATURE,CCC Publishing,2018-08-06,304
748,Enochian Magic for Beginners,['Donald Tyson'],en,Body- Mind & Spirit,4,NOT_MATURE,Llewellyn Worldwide,2002-09-01,384
749,The Mexican American and the Law,['Carlos E. Cortes'],en,Social Science,0,NOT_MATURE,New York : Arno Press,1931,142
750,Justice for Salcido,['S. Guy Endore'- 'Civil Rights Congress of Los Angeles'],en,Mexican Americans,0,NOT_MATURE,na,1948,31
751,Annual,['United Fresh Fruit and Vegetable Association'],en,Fruit trade,0,NOT_MATURE,na,1974,0
752,Yale journal of law & the humanities,na,en,na,0,NOT_MATURE,na,1991,0
753,Merit and the Millennium,['Anthony R. Walker'],en,Lahu (Asian people),0,NOT_MATURE,na,2003,907
754,Man of the Mist,['Elizabeth Mayne'],en,Fiction,3,NOT_MATURE,Harlequin,2011-07-15,304
755,A Historical Guide to Henry David Thoreau,['William E. Cain'],en,Literary Criticism,0,NOT_MATURE,Oxford University Press,2000-11-02,304
756,Soul to soul,['Mary Keyes Burgess'],en,Cooking,0,NOT_MATURE,Woodbridge Press Publishing Company,1976-01-01,158
757,The Lutheran,na,en,Lutheran Church,0,NOT_MATURE,na,1979,0
758,Let's Go Soul Winning,['Jack Hyles'],en,na,0,NOT_MATURE,Sword of the Lord Publishers,1980-01-01,0
759,Sammy Keyes and the Night of Skulls,['Wendelin Van Draanen'],en,Juvenile Fiction,3,NOT_MATURE,Knopf Books for Young Readers,2011-10-11,320
760,The Science of the Soul in Colonial New England,['Sarah Rivett'],en,History,0,NOT_MATURE,UNC Press Books,2012-12-01,384
761,The Keyes of the Kingdom of Heaven,['John Cotton'],en,Congregational churches,0,NOT_MATURE,na,1852,108
762,Sammy Keyes and the Kiss Goodbye,['Wendelin Van Draanen'],en,Juvenile Fiction,5,NOT_MATURE,Knopf Books for Young Readers,2014-09-09,240
763,Kahlil Gibran,['Jean Gibran'- 'Kahlil Gibran'],en,Biography & Autobiography,5,NOT_MATURE,Interlink Publishing Group Incorporated,1998,456
764,How to Teach Meditation to Children,['David Fontana'- 'Ingrid Slack'],en,Body- Mind & Spirit,0,NOT_MATURE,Duncan Baird Publishers,2017-09-21,224
765,Human Rights in Thailand,['Don F. Selby'],en,Political Science,0,NOT_MATURE,University of Pennsylvania Press,2018-04-04,256
766,Thailand's International Meditation Centers,['Brooke Schedneck'],en,Social Science,0,NOT_MATURE,Routledge,2015-05-15,198
767,Collected poems,['Sidney Keyes'- 'Michael Leverson Meyer'],en,Poetry,0,NOT_MATURE,Carcanet Press Ltd.,2002,135
768,Astral Travel,['Gavin Frost'- 'Yvonne Frost'],en,Astral projection,0,NOT_MATURE,Motilal Banarsidass Publ.,2000,240
769,Making Fields of Merit,['Monica Lindberg Falk'],en,History,0,NOT_MATURE,na,2007,283
770,Meditation For Dummies,['Stephan Bodian'],en,Body- Mind & Spirit,4,NOT_MATURE,John Wiley & Sons,2011-03-03,384
771,A meditation upon the Lord's prayer- written by the kings maiestie for the benefit of all his subjects- especially of such as follow the court,['James I (king of Gt. Britain.)'],en,Lord's prayer,0,NOT_MATURE,na,1619,0
772,Letters on Occult Meditation,['Alice Bailey'],en,Meditation,0,NOT_MATURE,na,1922,357
773,Bottom Line's Health News,na,en,na,0,NOT_MATURE,na,2006,0
774,Yoga Journal,na,en,na,0,NOT_MATURE,na,Mar-87,72
775,Yoga Journal,na,en,na,0,NOT_MATURE,na,Nov-90,112
776,Yoga Journal,na,en,na,0,NOT_MATURE,na,Jan-87,92
777,Yoga Journal,na,en,na,5,NOT_MATURE,na,Sep-87,96
778,Yoga and Science in Pain Care,['Neil Pearson'- 'Shelly Prosko'- 'Marlysa Sullivan'],en,Health & Fitness,0,NOT_MATURE,Singing Dragon,2019-08-21,312
779,Yoga Journal,na,en,na,0,NOT_MATURE,na,Jan-87,92
780,Canadiana,na,en,Canadian literature,0,NOT_MATURE,na,1978,0
781,Yoga Journal,na,en,na,0,NOT_MATURE,na,Sep-90,112
782,Anatomy of Hatha Yoga,['David Coulter'],en,Hatha yoga,4,NOT_MATURE,Motilal Banarsidass Publ.,2001,623
783,Yoga Journal,na,en,na,0,NOT_MATURE,na,Sep-84,64
784,Agriculture in Northern Ireland,na,en,Agriculture,0,NOT_MATURE,na,1972,0
785,Scottish Agriculture,na,en,Agriculture,0,NOT_MATURE,na,1969,0
786,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,Juvenile Fiction,3.5,NOT_MATURE,Yearling,2008-12-24,320
787,Poultry Digest,na,en,Poultry,0,NOT_MATURE,na,1970,0
788,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2009-01-16,304
789,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2008-12-24,320
790,National Poultry Digest,na,en,Poultry,0,NOT_MATURE,na,1970,0
791,Building a Dune Buggy - The Essential Manual,['Paul Shakespeare'],en,Transportation,0,NOT_MATURE,Veloce Publishing Ltd,2006-07-15,144
792,The Color Correction Handbook,['Alexis Van Hurkman'],en,Computers,0,NOT_MATURE,Pearson Education,2010-11-15,544
793,The Art and Science of Digital Compositing,['Ron Brinkmann'],en,Computers,5,NOT_MATURE,Morgan Kaufmann,2008-05-24,704
794,Records and Briefs of the United States Supreme Court,na,en,Law reports- digests- etc,0,NOT_MATURE,na,1832,0
795,Helium Production at the Bureau of Mines Keyes- Okla.- Plant,['W. M. Deaton'- 'Robert D. Haynes'],en,Helium,0,NOT_MATURE,na,1961,16
796,Decisions and Orders of the National Labor Relations Board,['United States. National Labor Relations Board'],en,Labor laws and legislation,0,NOT_MATURE,na,1973,0
797,Road Test,na,en,Automobiles,0,NOT_MATURE,na,1976,0
798,Motor World Wholesale,na,en,na,0,NOT_MATURE,na,1920,0
799,Motor World for Jobbers- Dealers and Garagemen,na,en,Automobile dealers,0,NOT_MATURE,na,1919,0
800,Standard Directory of Advertising Agencies,na,en,Advertising,0,NOT_MATURE,na,1987,0
801,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2008-12-24,320
802,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,Juvenile Fiction,3.5,NOT_MATURE,Yearling,2008-12-24,320
803,Transit Journal ...,na,en,na,5,NOT_MATURE,na,1916,0
804,Automotive News,na,en,Automobile industry and trade,0,NOT_MATURE,na,Jan-77,0
805,Reports of Cases Determined in the Courts of Appeal of the State of California,na,en,Law reports- digests- etc,0,NOT_MATURE,na,2012,0
806,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,Juvenile Fiction,3.5,NOT_MATURE,Yearling,2008-12-24,320
807,Journal,['East India Association (London- England)'],en,India,0,NOT_MATURE,na,1934,0
808,Catalog of Copyright Entries. Third Series,na,en,Copyright,0,NOT_MATURE,Copyright Office- Library of Congress,1954,1058
809,United States Investor,na,en,Banks and banking,0,NOT_MATURE,na,1918,0
810,The National Monthly Stock Summary,na,en,Stocks,0,NOT_MATURE,na,1922,0
811,The ... Book of Lists,na,en,Business enterprises,0,NOT_MATURE,na,1990,0
812,Index of Patents Issued from the United States Patent Office,['United States. Patent Office'],en,Patents,0,NOT_MATURE,na,1953,0
813,Science Abstracts,na,en,Electrical engineering,0,NOT_MATURE,na,1965,0
814,The Boston Medical and Surgical Journal,na,en,Medicine,0,NOT_MATURE,na,1889,0
815,Down East,na,en,Maine,0,NOT_MATURE,na,1985,0
816,Documents of the Assembly of the State of New York,['New York (State). Legislature. Assembly'],en,Government publications,0,NOT_MATURE,na,1911,0
817,Annual Report of the Public Service Commission- Second District,na,en,Electric utilities,0,NOT_MATURE,na,1913,0
818,Annual Report,['New York (State). Public Service Commission. 2d District'],en,na,0,NOT_MATURE,na,1913,0
819,Documents of the Senate of the State of New York,['New York (State). Legislature. Senate'],en,New York (State),0,NOT_MATURE,na,1913,0
820,24 Volumes Combined: NEETS - U.S. Navy Electricity and Electronics Training Series ,na,en,na,0,NOT_MATURE,na,1999-01-01,4976
821,Specifications and Drawings of Patents Relating to Electricity Issued by the U. S.,na,en,Electric apparatus and appliances,0,NOT_MATURE,na,1889,0
822,Specifications and Drawings of Patents Relating to Electricity,na,en,Electric apparatus and appliances,0,NOT_MATURE,na,1882,0
823,Sammy Keyes and the Skeleton Man,na,en,Juvenile Fiction,3.5,NOT_MATURE,Knopf Books for Young Readers,2003-09-09,176
824,Flowers for Algernon: A Novel by Daniel Keyes (Trivia-On-Books),['Trivion Books'],en,Study Aids,0,NOT_MATURE,na,2016-09-07,0
825,Art Book News Annual- volume 4: 2008Art Book News Annual- volume 4: 2008,na,en,na,0,NOT_MATURE,Book News Inc.,1983-01-01,0
826,Report to Congress,['United States Information Agency'],en,Communication- International,0,NOT_MATURE,na,1983-01-01,0
827,The Reporter’s Notebook,['Dennis Bloodworth'],en,Travel,0,NOT_MATURE,Marshall Cavendish International Asia Pte Ltd,2010-09-02,483
828,The Rotarian,na,en,na,0,NOT_MATURE,na,Dec-63,64
829,Far Eastern Economic Review,na,en,East Asia,0,NOT_MATURE,na,Oct-89,0
830,Publications of the Navy Records Society,na,en,Naval history,0,NOT_MATURE,na,1980,0
831,Directory of Foreign Manufacturers in the United States,['Jeffrey S Arpan'- 'David A Ricks'],en,Technology & Engineering,0,NOT_MATURE,Georgia State University Business Press,1994-02-01,419
832,The Hollywood Reporter,na,en,Motion pictures,0,NOT_MATURE,na,2007,0
833,Directory of American Firms Operating in Foreign Countries,['Juvenal Londoño Angel'],en,Corporations- American,0,NOT_MATURE,na,1991,1398
834,Let's Draw Manga,['Makoto Nakajima'- 'Big Mouth Factory'],en,Art,0,NOT_MATURE,Digital Manga- Inc.,2004,131
835,Manga,['Toni Johnson-Woods'],en,Literary Criticism,0,NOT_MATURE,Bloomsbury Publishing USA,2010-04-15,368
836,Comics- Manga- and Graphic Novels,['Robert S. Petersen'],en,Comics & Graphic Novels,0,NOT_MATURE,ABC-CLIO,2011,274
837,Manga for the Beginner Shoujo,['Christopher Hart'],en,Art,5,NOT_MATURE,Watson-Guptill,2011-07-05,192
838,The Mineral Resources of New Mexico,['Fayette Alexander Jones'],en,Mines and mineral resources,0,NOT_MATURE,na,1915,77
839,Bulletin,na,en,Mines and mineral resources,0,NOT_MATURE,na,1958,0
840,Bulletin - New Mexico Bureau of Mines & Mineral Resources,na,en,Geology,0,NOT_MATURE,na,1918,0
841,Watching Anime- Reading Manga,['Fred Patten'],en,Performing Arts,5,NOT_MATURE,Stone Bridge Press- Inc.,2004,383
842,Manga from the Floating World,['Adam L. Kern'],en,Design,0,NOT_MATURE,Harvard Univ Council on East Asian,2006,567
843,Japanese Religions,na,en,Japan,0,NOT_MATURE,na,2005,0
844,Global Children- Global Media,['D. Buckingham'- 'Liesbeth de Block'],en,Social Science,0,NOT_MATURE,Springer,2007-11-12,222
845,U.S. News & World Report,na,en,United States,0,NOT_MATURE,na,Jan-00,0
846,Ideas que pegan,['Chip Heath'- 'Dan Heath'],en,Business & Economics,0,NOT_MATURE,LID Editorial,2011-05-01,260
847,Cyber Ireland,['C. Lynch'],en,Social Science,0,NOT_MATURE,Springer,2014-11-13,178
848,Creating High-quality Classroom Assignments,['Lindsay Clare Matsumura'],en,Education,5,NOT_MATURE,R&L Education,2005,155
849,Made to Stick,['Chip Heath'- 'Dan Heath'],en,Business & Economics,4,NOT_MATURE,Random House,2007-01-02,336
850,Children's Books in Print- 2007,na,en,Authors,0,NOT_MATURE,na,2006,0
851,Television Guide,na,en,Television programs,0,NOT_MATURE,na,2002,0
852,Business Periodicals Index,na,en,Business,0,NOT_MATURE,na,1999,0
854,The Shining Wall,['Melissa Ferguson'],en,Fiction,0,NOT_MATURE,Transit Lounge ,2019-04-01,298
855,Programming Android,['Zigurd Mednieks'- 'Laird Dornin'- 'G. Blake Meike'- 'Masumi Nakamura'],en,Computers,5,NOT_MATURE,"""O'Reilly Media- Inc.""",2011-07-29,504
856,Raspberry Pi Android Projects,['Gokhan Kurt'],en,Computers,0,NOT_MATURE,Packt Publishing Ltd,2015-09-25,138
857,How to Build an Android,['David F. Dufty'],en,Technology & Engineering,4,NOT_MATURE,Henry Holt and Company,2012-06-05,288
858,Unlocking Android,['W. Frank Ableson'- 'Charlie E. Collins'- 'Robi Sen'],en,Computers,0,NOT_MATURE,Manning Publications,2009,392
859,Stranger in a Strange Land,['Robert A. Heinlein'],en,Fiction,4,NOT_MATURE,Penguin,1987-05-15,448
860,Red-haired android,['Jeremy Reed'],en,Poetry,0,NOT_MATURE,na,1992-10-21,280
861,Enterprise 2.0,['Jessica Keyes'],en,Business & Economics,0,NOT_MATURE,CRC Press,2016-04-19,425
862,Almost Human,['William F. Nolan'],en,Androids,0,NOT_MATURE,na,1965,227
863,Flowers for Algernon,['Daniel Keyes'],en,Fiction,4,NOT_MATURE,Houghton Mifflin Harcourt,2005-04-11,311
864,iPhone: The Missing Manual,['David Pogue'],en,Computers,4.5,NOT_MATURE,"""O'Reilly Media- Inc.""",2008-08-05,376
865,Beginning iPhone Development,['Jack Nutting'- 'Fredrik Olsson'- 'David Mark'- 'Jeff LaMarche'- 'Kim Topley'],en,Computers,0,NOT_MATURE,Apress,2014-11-17,771
866,Beginning iPhone Development with Swift,['Kim Topley'- 'Fredrik Olsson'- 'Jack Nutting'- 'David Mark'- 'Jeff LaMarche'],en,Computers,0,NOT_MATURE,Apress,2014-11-22,828
867,Beginning iPhone Development with Swift 3,['Molly Maskrey'- 'Kim Topley'- 'David Mark'- 'Fredrik Olsson'- 'JEFF LAMARCHE'],en,Computers,0,NOT_MATURE,Apress,2016-11-17,774
868,Beginning iPhone Development with Swift 4,['Molly K. Maskrey'],en,Computers,0,NOT_MATURE,Apress,2017-10-24,552
869,Beginning iPhone 4 Development,['David Mark'- 'Jeff LaMarche'- 'Jack Nutting'],en,Computers,0,NOT_MATURE,Apress,2011-08-05,676
870,iPhone Advanced Projects,['David Mark'- 'Dylan Bruzenak'- 'Joachim Bondo'- 'Owen Goss'- 'Peter Honeder'- 'Ray Kiddy'- 'Steve Finkelstein'- 'Tom Harrington'- 'Jonathan Saggau'- 'Noel Llopis'- 'Ben Smith'- 'Joe Pezzillo'- 'Florian Pflug'- 'Roderick Smith'],en,Computers,0,NOT_MATURE,Apress,2010-04-30,392
871,IPhone Fully Loaded,['Andy Ihnatko'],en,Computers,0,NOT_MATURE,John Wiley & Sons,2008-12-03,272
872,The IPhone Book,['Scott Kelby'- 'Terry White'],en,Computers,4.5,NOT_MATURE,na,2007,219
873,The Collector,['Scott Wittenburg'],en,Fiction,0,NOT_MATURE,Lulu.com,12-Feb,347
874,Android Mobile Computing Using Samsung Tablets and Smartphones Running Android 2.3,['Rene Djurup'],en,Computers,0,NOT_MATURE,Rebidu,13-Jan,375
875,Android Mobile Computing Using Samsung Tablets and Smartphones Running Android 2.3 - Kindle version,['René Djurup'],en,na,0,NOT_MATURE,Rebidu,2013,0
876,My Samsung Galaxy S5,['Steve Schwartz'],en,Computers,0,NOT_MATURE,Que Publishing,2014-08-12,656
877,My Samsung Galaxy S 4,['Steve Schwartz'],en,Computers,0,NOT_MATURE,Que Publishing,2013-08-07,544
878,My Samsung Galaxy Tab 4,['Eric Butow'- 'Lonzell Watson'],en,Computers,5,NOT_MATURE,Que Publishing,2014-10-01,496
879,How to Do Everything Samsung Galaxy Tab,['Guy Hart-Davis'],en,Computers,0,NOT_MATURE,McGraw Hill Professional,2011-03-28,336
880,The PC and Gadget Help Desk,['Mark Edward Soper'],en,Computers,0,NOT_MATURE,Que Publishing,2014-10-04,696
881,Android Tips and Tricks,['Guy Hart-Davis'],en,Computers,0,NOT_MATURE,Que Publishing,2014-12-15,544
882,Teach Yourself VISUALLY Android Phones and Tablets,['Paul McFedries'- 'Guy Hart-Davis'],en,Computers,0,NOT_MATURE,John Wiley & Sons,2013-06-17,320
883,The Healthy PC: Preventive Care- Home Remedies- and Green Computing- 2nd Edition,['Guy Hart-Davis'],en,Computers,0,NOT_MATURE,McGraw Hill Professional,2011-11-03,304
884,Bullying in North American Schools,['Dorothy L. Espelage'- 'Susan M. Swearer'],en,Education,0,NOT_MATURE,Routledge,2010-10-18,336
885,Reports of the Treasurer and the County Commissioners,['Berkshire County (Mass.)'],en,Finance- Public,0,NOT_MATURE,na,1891,0
886,Wilson Library Bulletin,['Stanley Kunitz'- 'Marie D. Loizeaux'],en,Libraries,0,NOT_MATURE,na,1943,0
887,The Boston Directory,na,en,Boston (Mass.),5,NOT_MATURE,na,1873,0
888,Lg LB Helping Mom 4pk,['Anna Keyes'],en,na,0,NOT_MATURE,na,2015-06-01,0
889,Methods in Immunotoxicology,['Gary R. Burleson'- 'Jack H. Dean'- 'Albert E. Munson'],en,Medical,0,NOT_MATURE,Wiley-Liss,1995-07-27,552
890,Holstein Friesian Register,na,en,Cattle,0,NOT_MATURE,na,1906,0
891,Journal of the Senate of Maine,['Maine. Legislature. Senate'],en,Maine,0,NOT_MATURE,na,1909,0
892,Moody's Manual of Investments- American and Foreign,na,en,Corporations,0,NOT_MATURE,na,1933,0
893,Nuclear Science Abstracts,na,en,Nuclear energy,0,NOT_MATURE,na,1970,0
894,Criminology Goes to the Movies,['Nicole Rafter'- 'Michelle Brown'],en,Law,0,NOT_MATURE,NYU Press,2011-09-01,236
895,Shades of Gray,['Daniel Veirs'],en,Fiction,0,NOT_MATURE,Redemption Press,2014-07-23,0
896,Tyler Perry,['Janice D. Hamlet'],en,Performing Arts,0,NOT_MATURE,Univ. Press of Mississippi,2019-10-15,136
897,Costume Design in the Movies,['Elizabeth Leese'],en,Antiques & Collectibles,0,NOT_MATURE,Courier Corporation,2012-12-19,176
898,Sammy Keyes and the Skeleton Man,na,en,Juvenile Fiction,3.5,NOT_MATURE,Knopf Books for Young Readers,2003-09-09,176
899,The Hollywood Reporter,na,en,Motion pictures,0,NOT_MATURE,na,2009,0
900,CliffsNotes on Keyes' Flowers For Algernon,['Janet Clark'],en,Literary Criticism,0,NOT_MATURE,Houghton Mifflin Harcourt,2001-03-07,66
901,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2008-12-24,320
902,The Play of Daniel Keyes' Flowers for Algernon,['Bert Coules'- 'Daniel Keyes'],en,English drama,4.5,NOT_MATURE,Heinemann,1993,128
903,Godzilla: King of the Monsters - the Official Movie Novelisation,['Greg Keyes'],en,Fiction,0,NOT_MATURE,Titan Books,2019-05-28,325
904,Billy Wilder- American Film Realist,['Richard Armstrong'],en,Performing Arts,0,NOT_MATURE,McFarland,2015-09-01,172
905,A Divided World,['Nick Smedley'],en,Performing Arts,0,NOT_MATURE,Intellect Books,2011-04-27,282
906,Tyler Perry,['Janice D. Hamlet'],en,Performing Arts,0,NOT_MATURE,Univ. Press of Mississippi,2019-10-15,136
907,Dark cinema,['Jon Tuska'],en,Language Arts & Disciplines,0,NOT_MATURE,Praeger Pub Text,1984,305
908,Magill's Cinema Annual,['Frank Northen Magill'],en,Performing Arts,0,NOT_MATURE,Gale / Cengage Learning,1986-11-15,690
909,Success in the Cinema MoneyMaking Movies,['John Howard Reid'],en,Performing Arts,1,NOT_MATURE,Lulu.com,2006-06-01,272
910,Hollywood's dark cinema,['R. Barton Palmer'],en,Performing Arts,0,NOT_MATURE,Twayne Pub,1994,206
911,Cinema as Weather,['Kristi McKim'],en,Art,0,NOT_MATURE,Routledge,2013,217
912,Science-fiction & Fantasy Cinema,['John Howard Reid'],en,Performing Arts,5,NOT_MATURE,Lulu.com,2007-01-01,320
913,Cinema of Obsession,['Dominique Mainon'- 'James Ursini'],en,Performing Arts,0,NOT_MATURE,Hal Leonard Corporation,2007,392
914,The Digital Hand,['James W. Cortada'],en,Business & Economics,0,NOT_MATURE,Oxford University Press,2006,629
915,X Internet,['Jessica Keyes'],en,Computers,0,NOT_MATURE,CRC Press,2007-03-02,416
916,Internet Management,['Jessica Keyes'],en,Computers,0,NOT_MATURE,CRC Press,1999-07-28,776
917,How to be a Successful Internet Consultant,['Jessica Keyes'],en,Business & Economics,0,NOT_MATURE,Computing McGraw-Hill,1997-01-01,435
918,Datacasting,['Jessica Keyes'],en,Computers,0,NOT_MATURE,McGraw-Hill Companies,1998,555
919,Security Technologies for the World Wide Web,['Rolf Oppliger'],en,Computers,0,NOT_MATURE,Artech House,2003,416
920,SCLC,na,en,African Americans,0,NOT_MATURE,na,1996,0
921,Web Services,['Liang-Jie Zhang'],en,Computers,0,NOT_MATURE,Springer Science & Business Media,2004-09-23,303
922,Going Global: An Information Sourcebook for Small and Medium-sized Businesses,['Susan C. Awe'],en,Language Arts & Disciplines,0,NOT_MATURE,Libraries Unlimited,2009-08-25,265
923,Enterprise 2.0,['Jessica Keyes'],en,Business & Economics,0,NOT_MATURE,CRC Press,2016-04-19,425
924,Business Week,na,en,Business,0,NOT_MATURE,na,Apr-57,0
925,Quantum Roots,['Kyle Keyes'],en,Fiction,0,NOT_MATURE,Createspace Independent Pub,2012-08-16,262
926,Foundations of Quantum Mechanics in the Light of New Technology,['Sadao Nakajima'],en,Science,0,NOT_MATURE,World Scientific,1996,482
927,Foundations of Quantum Mechanics in the Light of New Technology,['S Nakajima'- 'Y Murayama'- 'A Tonomura'],en,Science,0,NOT_MATURE,World Scientific,1997-01-03,496
928,Quantum Roots II,['Kyle Keyes'],en,na,0,NOT_MATURE,Kyle Keyes,2017-02-12,0
929,Advances in Cryptology,['Alexandra Boldyreva'],en,Cryptography,0,NOT_MATURE,Springer,1998,606
930,Contracts,['Aspen Publishers'],en,Law,0,NOT_MATURE,Aspen Publishers Online,2007-12-17,275
931,Casenote Legal Briefs for Contracts- Keyed to Crandall and Whaley,['Casenote Legal Briefs'],en,Law,0,NOT_MATURE,Wolters Kluwer Law & Business,2012-06-05,160
932,Chaos in Classical and Quantum Mechanics,['Martin C. Gutzwiller'],en,Mathematics,5,NOT_MATURE,Springer Science & Business Media,1991-08-01,432
933,Quantum Mechanics with Applications to Nanotechnology and Information Science,['Yehuda B. Band'- 'Yshai Avishai'],en,Science,0,NOT_MATURE,Academic Press,2013-01-10,992
934,Quantum Electronics,['Pierre Grivet'- 'N. Bloembergen'],en,Quantum electronics,0,NOT_MATURE,na,1964,1923
935,Commencement,['University of California- Berkeley'],en,na,0,NOT_MATURE,na,1960,0
936,A Survey of American Chemistry,['National Research Council (U.S.). Division of Chemistry and Chemical Technology'],en,Chemistry,0,NOT_MATURE,National Academies,1933,0
937,Chemistry- key to better living,['American Chemical Society'],en,Science,0,NOT_MATURE,na,1951,244
938,Grants and Awards for the Fiscal Year Ended ...,['National Science Foundation (U.S.)'],en,Federal aid to research,0,NOT_MATURE,na,1974,0
939,Commencement[programme],['University of California- Berkeley'],en,Dissertations- Academic,0,NOT_MATURE,na,1959,0
940,Molecular Modeling and Theory in Chemical Engineering,['James Wei'- 'Morton M. Denn'- 'John H. Seinfeld'- 'Arup Chakraborty'- 'Jackie Ying'- 'Nicholas Peppas'- 'George Stephanopoulos'],en,Technology & Engineering,0,NOT_MATURE,Elsevier,2001-12-18,493
941,Chemical Engineering,na,en,Chemistry- Technical,0,NOT_MATURE,na,1985,0
942,Concepts of Chemical Engineering 4 Chemists,['Stefaan J. R. Simons'],en,Technology & Engineering,0,NOT_MATURE,Royal Society of Chemistry,2007,350
943,Sources of Engineering Information,['Blanche Harris Dalton'],en,Engineering,0,NOT_MATURE,Univ of California Press,1948,109
944,Chemical Engineering Progress,na,en,Chemistry- Technical,0,NOT_MATURE,na,1997,0
945,Annual Report of the Bureau of Animal Industry for the Year ...,['United States. Bureau of Animal Industry'],en,Animal industry,0,NOT_MATURE,na,1886,0
